code, lat, lng, point, alt, name, region, name_k, region_k
JA6/MZ-016,32.5618,131.2191,8,1455,Kurodake,Higashiusuki-gun<JCG#45005J>Higashiusuki-gun<JCG#45005H>,黒岳,宮崎県東臼杵郡諸塚村<JCG#45005J>宮崎県東臼杵郡椎葉村<JCG#45005H>
JA6/MZ-017,32.423,131.1889,8,1438,Ozakiyama,Higashiusuki-gun<JCG#45005H>,尾崎山,宮崎県東臼杵郡椎葉村<JCG#45005H>
JA6/MZ-018,32.7541,131.5687,8,1408,Kuwabaruyama,Nobeoka-city<JCC#4503>Saiki-city<JCC#4405>,桑原山,宮崎県延岡市<JCC#4503>大分県佐伯市<JCC#4405>
JA6/MZ-019,32.2993,131.4266,8,1405,Osuzuyama,Koyu-gun<JCG#45002C>Koyu-gun<JCG#45002D>,尾鈴山,宮崎県児湯郡都農町<JCG#45002C>宮崎県児湯郡木城町<JCG#45002D>
JA6/MZ-020,32.7089,131.4449,8,1396,Tsurganeyama,Nishiusuki-gun<JCG#45003C>,釣鐘山,宮崎県西臼杵郡日之影町<JCG#45003C>
JA6/MZ-021,32.4446,131.2455,8,1368,Matsuotouge,Higashiusuki-gun<JCG#45005H>,松尾峠(三角点),宮崎県東臼杵郡椎葉村<JCG#45005H>
JA6/MZ-022,32.6006,131.1847,8,1362,Kuraoka2,Higashiusuki-gun<JCG#45005H>Nishiusuki-gun<JCG#45003A>,鞍岡２(三角点),宮崎県東臼杵郡椎葉村<JCG#45005H>宮崎県西臼杵郡五ヶ瀬町<JCG#45003A>
JA6/MZ-023,32.4112,131.1484,8,1359,Ishinitayama,Higashiusuki-gun<JCG#45005H>,石仁田山,宮崎県東臼杵郡椎葉村<JCG#45005H>
JA6/MZ-024,32.6346,131.2874,8,1342,Morotsukayama,Higashiusuki-gun<JCG#45005J>Nishiusuki-gun<JCG#45003B>,諸塚山,宮崎県東臼杵郡諸塚村<JCG#45005J>宮崎県西臼杵郡高千穂町<JCG#45003B>
JA6/MZ-025,32.4492,131.0919,8,1326,Sanboutouge,Higashiusuki-gun<JCG#45005H>,三方峠(三角点),宮崎県東臼杵郡椎葉村<JCG#45005H>
JA6/MZ-026,32.6145,131.2528,8,1316,Oonitayama,Higashiusuki-gun<JCG#45005J>Nishiusuki-gun<JCG#45003A>,大仁田山(三角点),宮崎県東臼杵郡諸塚村<JCG#45005J>宮崎県西臼杵郡五ヶ瀬町<JCG#45003A>
JA6/MZ-027,32.6374,131.1843,8,1307,Gionyama,Nishiusuki-gun<JCG#45003A>,祇園山,宮崎県西臼杵郡五ヶ瀬町<JCG#45003A>
JA6/MZ-028,32.362,131.1628,8,1303,Shiro,Higashiusuki-gun<JCG#45005H>,城(三角点),宮崎県東臼杵郡椎葉村<JCG#45005H>
JA6/MZ-029,32.7542,131.4016,8,1260,Futatsudake,Nishiusuki-gun<JCG#45003C>Nishiusuki-gun<JCG#45003B>,二つ岳近傍,宮崎県西臼杵郡日之影町<JCG#45003C>宮崎県西臼杵郡高千穂町<JCG#45003B>
JA6/MZ-030,32.6943,131.5578,8,1245,Enokitouge,Nobeoka-city<JCC#4503>,榎峠,宮崎県延岡市<JCC#4503>
JA6/MZ-031,32.1337,131.1925,8,1223,Kamondake,Koyu-gun<JCG#45002F>Saito-city<JCC#4508>,掃部岳,宮崎県児湯郡西米良村<JCG#45002F>宮崎県西都市<JCC#4508>
JA6/MZ-032,32.2533,131.1818,8,1189,Tenpouzan,Koyu-gun<JCG#45002F>,天包山,宮崎県児湯郡西米良村<JCG#45002F>
JA6/MZ-033,32.2894,131.2835,8,1152,Ozareyama,Saito-city<JCC#4508>,オサレ山,宮崎県西都市<JCC#4508>
JA6/MZ-034,32.1658,131.1416,8,1147,Muradokoroyama,Koyu-gun<JCG#45002F>,村所山(三角点),宮崎県児湯郡西米良村<JCG#45002F>
JA6/MZ-035,32.2751,131.2266,8,1126,Eboshidake,Saito-city<JCC#4508>Koyu-gun<JCG#45002F>,烏帽子岳,宮崎県西都市<JCC#4508>宮崎県児湯郡西米良村<JCG#45002F>
JA6/MZ-036,31.7689,131.2695,8,1118,Wanitsukayama,Miyazaki-city<JCC#4501>Kitamorokata-gun<JCG#45001B>Nichinan-city<JCC#4504>,鰐塚山,宮崎県宮崎市<JCC#4501>宮崎県北諸県郡三股町<JCG#45001B>宮崎県日南市<JCC#4504>
JA6/MZ-037,32.0759,131.1549,8,1109,Oomoridake,Kobayashi-city<JCC#4505>,大森岳,宮崎県小林市<JCC#4505>
JA6/MZ-038,32.4295,131.3416,8,1107,Takatouge,Higashiusuki-gun<JCG#45005K>,高峠,宮崎県東臼杵郡美郷町<JCG#45005K>
JA6/MZ-039,32.5641,131.374,8,1101,Kyuzaemon,Higashiusuki-gun<JCG#45005J>Higashiusuki-gun<JCG#45005K>Nishiusuki-gun<JCG#45003C>,九左エ門(三角点),宮崎県東臼杵郡諸塚村<JCG#45005J>宮崎県東臼杵郡美郷町<JCG#45005K>宮崎県西臼杵郡日之影町<JCG#45003C>
JA6/MZ-040,32.8046,131.2554,6,1088,Kunimidake,Nishiusuki-gun<JCG#45003B>Aso-gun<JCG#43002I>,国見岳,宮崎県西臼杵郡高千穂町<JCG#45003B>熊本県阿蘇郡高森町<JCG#43002I>
JA6/MZ-041,32.1735,131.1689,6,1057,P1057,Koyu-gun<JCG#45002F>,点1057,宮崎県児湯郡西米良村<JCG#45002F>
JA6/MZ-042,32.1632,131.2565,6,1036,Kunimiyama,Saito-city<JCC#4508>,国見山,宮崎県西都市<JCC#4508>
JA6/MZ-043,32.2649,131.358,6,1022,Kashiwaba,Koyu-gun<JCG#45002D>Saito-city<JCC#4508>,柏葉(三角点),宮崎県児湯郡木城町<JCG#45002D>宮崎県西都市<JCC#4508>
JA6/MZ-044,32.1684,131.1049,6,1016,P1016,Koyu-gun<JCG#45002F>Kuma-gun<JCG#43008E>,点1016,宮崎県児湯郡西米良村<JCG#45002F>熊本県球磨郡多良木町<JCG#43008E>
JA6/MZ-045,32.2415,131.3592,6,1004,P1004,Saito-city<JCC#4508>Koyu-gun<JCG#45002D>,点1004(大瀬内山近傍),宮崎県西都市<JCC#4508>宮崎県児湯郡木城町<JCG#45002D>
JA6/MZ-047,32.7052,131.2244,6,982,Masugatayama,Nishiusuki-gun<JCG#45003A>,桝形山,宮崎県西臼杵郡五ヶ瀬町<JCG#45003A>
JA6/MZ-048,32.1318,130.9891,6,980,Jyougodake,Kobayashi-city<JCC#4505>,ジョウゴ岳,宮崎県小林市<JCC#4505>
JA6/MZ-049,32.1215,130.8821,6,960,P960,Ebino-city<JCC#4509>Kuma-gun<JCG#43008F>,点960(木屋ケ野(三角点)近傍),宮崎県えびの市<JCC#4509>熊本県球磨郡錦町<JCG#43008F>
JA6/MZ-050,32.1198,131.2494,6,957,Kusuyae,Saito-city<JCC#4508>,楠八重(三角点),宮崎県西都市<JCC#4508>
JA6/MZ-051,31.715,131.2106,6,952,Yanagidake,Nichinan-city<JCC#4504>Kitamorokata-gun<JCG#45001B>,柳岳,宮崎県日南市<JCC#4504>宮崎県北諸県郡三股町<JCG#45001B>
JA6/MZ-052,32.2432,131.234,6,951,Akahigeyama,Saito-city<JCC#4508>Koyu-gun<JCG#45002F>,赤鬚山,宮崎県西都市<JCC#4508>宮崎県児湯郡西米良村<JCG#45002F>
JA6/MZ-053,32.0834,131.1083,6,951,Fumoto,Kobayashi-city<JCC#4505>,麓(三角点),宮崎県小林市<JCC#4505>
JA6/MZ-054,32.1196,130.9036,6,941,Tenguyama,Ebino-city<JCC#4509>,天狗山,宮崎県えびの市<JCC#4509>
JA6/MZ-055,32.1115,131.113,6,935,Fukuro,Kobayashi-city<JCC#4505>,袋(三角点),宮崎県小林市<JCC#4505>
JA6/MZ-056,32.0369,131.1099,6,929,Nanakumayama,Kobayashi-city<JCC#4505>,七熊山,宮崎県小林市<JCC#4505>
JA6/MZ-057,32.0986,131.2537,6,923,P923,Saito-city<JCC#4508>Higashimorokata-gun<JCG#45006B>,点923,宮崎県西都市<JCC#4508>宮崎県東諸県郡国富町<JCG#45006B>
JA6/MZ-058,31.6692,131.1587,6,918,Ushinotouge,Miyakonojo-city<JCC#4502>Kitamorokata-gun<JCG#45001B>,牛ノ峠(三角点),宮崎県都城市<JCC#4502>宮崎県北諸県郡三股町<JCG#45001B>
JA6/MZ-059,31.7825,131.2264,6,911,Tenjinyama,Kitamorokata-gun<JCG#45001B>Miyakonojo-city<JCC#4502>,天神山,宮崎県北諸県郡三股町<JCG#45001B>宮崎県都城市<JCC#4502>
JA6/MZ-060,32.3309,131.3462,6,910,P910,Koyu-gun<JCG#45002D>Hyuga-city<JCC#4506>,点910(大岳(三角点)近傍),宮崎県児湯郡木城町<JCG#45002D>宮崎県日向市<JCC#4506>
JA6/MZ-061,32.0743,131.2103,6,910,P910,Higashimorokata-gun<JCG#45006B>Higashimorokata-gun<JCG#45006A>,点910,宮崎県東諸県郡国富町<JCG#45006B>宮崎県東諸県郡綾町<JCG#45006A>
JA6/MZ-062,32.1114,130.9658,6,905,Uchisaitani,Ebino-city<JCC#4509>,内才谷(三角点),宮崎県えびの市<JCC#4509>
JA6/MZ-063,32.645,131.3388,6,901,Takajyouyama,Nishiusuki-gun<JCG#45003C>,高城山,宮崎県西臼杵郡日之影町<JCG#45003C>
JA6/MZ-064,32.267,131.0542,6,900,P900,Koyu-gun<JCG#45002F>Kuma-gun<JCG#43008K>,点900,宮崎県児湯郡西米良村<JCG#45002F>熊本県球磨郡湯前町<JCG#43008K>
JA6/MZ-065,32.4209,131.3914,6,899,P899,Higashiusuki-gun<JCG#45005K>,点899,宮崎県東臼杵郡美郷町<JCG#45005K>
JA6/MZ-066,32.2375,131.443,6,897,Jyoumegiyama,Koyu-gun<JCG#45002D>Koyu-gun<JCG#45002A>,上面木山,宮崎県児湯郡木城町<JCG#45002D>宮崎県児湯郡川南町<JCG#45002A>
JA6/MZ-067,32.4727,131.3466,6,879,Togarino,Higashiusuki-gun<JCG#45005K>,尖野,宮崎県東臼杵郡美郷町<JCG#45005K>
JA6/MZ-068,32.3749,131.3987,6,867,Kakoyama,Higashiusuki-gun<JCG#45005K>Hyuga-city<JCC#4506>,加子山,宮崎県東臼杵郡美郷町<JCG#45005K>宮崎県日向市<JCC#4506>
JA6/MZ-069,32.2959,131.4971,4,849,Hatakurayama,Hyuga-city<JCC#4506>Koyu-gun<JCG#45002C>,畑倉山,宮崎県日向市<JCC#4506>宮崎県児湯郡都農町<JCG#45002C>
JA6/MZ-070,31.7287,131.2384,4,847,Akamatsu,Kitamorokata-gun<JCG#45001B>Nichinan-city<JCC#4504>,赤松(三角点),宮崎県北諸県郡三股町<JCG#45001B>宮崎県日南市<JCC#4504>
JA6/MZ-071,31.9817,130.7964,4,846,Iimoriyama,Ebino-city<JCC#4509>,飯盛山,宮崎県えびの市<JCC#4509>
JA6/MZ-072,31.7815,131.3064,4,839,Asajinno,Miyazaki-city<JCC#4501>,朝陣野,宮崎県宮崎市<JCC#4501>
JA6/MZ-073,32.5062,131.4006,4,833,Kurohara,Higashiusuki-gun<JCG#45005K>Higashiusuki-gun<JCG#45005J>,黒原(三角点),宮崎県東臼杵郡美郷町<JCG#45005K>宮崎県東臼杵郡諸塚村<JCG#45005J>
JA6/MZ-074,32.6259,131.5723,4,830,Mukabakiyama,Nobeoka-city<JCC#4503>,行縢山,宮崎県延岡市<JCC#4503>
JA6/MZ-075,32.3995,131.4526,4,823,Uzugamiyama,Higashiusuki-gun<JCG#45005K>Hyuga-city<JCC#4506>,珍神山,宮崎県東臼杵郡美郷町<JCG#45005K>宮崎県日向市<JCC#4506>
JA6/MZ-076,32.0655,131.0448,4,817,Ikusadani,Kobayashi-city<JCC#4505>,軍谷(三角点),宮崎県小林市<JCC#4505>
JA6/MZ-077,32.6578,131.4194,4,815,Tansukedake,Nishiusuki-gun<JCG#45003C>,丹助岳,宮崎県西臼杵郡日之影町<JCG#45003C>
JA6/MZ-078,31.6725,131.2106,4,793,Niimura,Nichinan-city<JCC#4504>,新村(三角点),宮崎県日南市<JCC#4504>
JA6/MZ-079,31.722,131.2823,4,790,Umenokiyama,Nichinan-city<JCC#4504>,梅之木山,宮崎県日南市<JCC#4504>
JA6/MZ-080,31.6127,131.2579,4,783,Osuzusan,Kushima-city<JCC#4507>Nichinan-city<JCC#4504>,男鈴山,宮崎県串間市<JCC#4507>宮崎県日南市<JCC#4504>
JA6/MZ-081,31.6447,131.1939,4,769,Warigomoriya,Nichinan-city<JCC#4504>Miyakonojo-city<JCC#4502>,割篭谷(三角点),宮崎県日南市<JCC#4504>宮崎県都城市<JCC#4502>
JA6/MZ-082,32.3349,131.3778,4,759,Yukikurumaduka,Hyuga-city<JCC#4506>,雪車塚(三角点),宮崎県日向市<JCC#4506>
JA6/MZ-083,32.3557,131.3716,4,758,Watarigawayama,Hyuga-city<JCC#4506>Higashiusuki-gun<JCG#45005K>,渡川山(三角点),宮崎県日向市<JCC#4506>宮崎県東臼杵郡美郷町<JCG#45005K>
JA6/MZ-084,31.7523,131.3958,4,738,Iwatsuboyama,Miyazaki-city<JCC#4501>Nichinan-city<JCC#4504>,岩壺山,宮崎県宮崎市<JCC#4501>宮崎県日南市<JCC#4504>
JA6/MZ-085,32.7682,131.6707,4,736,Kirikomiyama,Nobeoka-city<JCC#4503>Saiki-city<JCC#4405>,切込山(三角点),宮崎県延岡市<JCC#4503>大分県佐伯市<JCC#4405>
JA6/MZ-086,32.6561,131.656,4,728,Enodake,Nobeoka-city<JCC#4503>,可愛岳,宮崎県延岡市<JCC#4503>
JA6/MZ-087,32.4574,131.5043,4,727,Tsutsujiyama,Higashiusuki-gun<JCG#45005K>,躑躅山(三角点),宮崎県東臼杵郡美郷町<JCG#45005K>
JA6/MZ-088,32.4122,131.408,4,716,Togariyama,Higashiusuki-gun<JCG#45005K>,尖山,宮崎県東臼杵郡美郷町<JCG#45005K>
JA6/MZ-089,32.0761,131.2362,4,711,Bangiyama,Higashimorokata-gun<JCG#45006B>Higashimorokata-gun<JCG#45006A>,盤木山,宮崎県東諸県郡国富町<JCG#45006B>宮崎県東諸県郡稜町<JCG#45006A>
JA6/MZ-090,32.0685,130.868,4,706,Kannondake,Ebino-city<JCC#4509>,観音岳(三角点),宮崎県えびの市<JCC#4509>
JA6/MZ-091,31.6298,131.1792,4,700,P700,Miyakonojo-city<JCC#4502>Shibushi-city<JCC#4622>,点700(尾平野(三角点)近傍),宮崎県都城市<JCC#4502>鹿児島県志布志市<JCC#4622>
JA6/MZ-092,32.1,131.057,4,680,Tatsumoto,Kobayashi-city<JCC#4505>,辰本(三角点),宮崎県小林市<JCC#4505>
JA6/MZ-093,31.8026,131.3184,4,679,P679,Miyazaki-city<JCC#4501>,点679,宮崎県宮崎市<JCC#4501>
JA6/MZ-094,32.3595,131.3219,4,671,P671,Higashiusuki-gun<JCG#45005K>,点671,宮崎県東臼杵郡美郷町<JCG#45005K>
JA6/MZ-095,32.8253,131.798,4,665,Karemomi,Nobeoka-city<JCC#4503>Saiki-city<JCC#4405>,枯樅(三角点),宮崎県延岡市<JCC#4503>大分県佐伯市<JCC#4405>
JA6/MZ-096,32.8232,131.8554,4,661,Bateruyama,Nobeoka-city<JCC#4503>Saiki-city<JCC#4405>,場照山,宮崎県延岡市<JCC#4503>大分県佐伯市<JCC#4405>
JA6/MZ-097,32.4923,131.5302,4,652,Komazeyama,Higashiusuki-gun<JCG#45005B>,駒瀬山,宮崎県東臼杵郡門川町<JCG#45005B>
JA6/MZ-098,32.7006,131.7575,2,645,Kagamiyama,Nobeoka-city<JCC#4503>,鏡山,宮崎県延岡市<JCC#4503>
JA6/MZ-099,32.2372,131.3199,2,643,Tsubotani,Saito-city<JCC#4508>,坪谷(三角点),宮崎県西都市<JCC#4508>
JA6/MZ-100,31.7869,131.3368,2,638,Nagabana,Miyazaki-city<JCC#4501>,長鼻,宮崎県宮崎市<JCC#4501>
JA6/MZ-101,32.7363,131.779,2,623,P623,Nobeoka-city<JCC#4503>,点623,宮崎県延岡市<JCC#4503>
JA6/MZ-102,31.81,131.3348,2,614,Umeyabu,Miyazaki-city<JCC#4501>,梅藪(三角点),宮崎県宮崎市<JCC#4501>
JA6/MZ-103,31.6706,131.3388,2,612,Mainoyama,Nichinan-city<JCC#4504>,舞之山,宮崎県日南市<JCC#4504>
JA6/MZ-104,32.4875,131.5034,2,596,Sarumatsuko,Higashiusuki-gun<JCG#45005K>,猿松子(三角点),宮崎県東臼杵郡美郷町<JCG#45005K>
JA6/MZ-105,31.7497,131.3637,2,587,P587,Nichinan-city<JCC#4504>,点587,宮崎県日南市<JCC#4504>
JA6/MZ-106,32.1165,131.294,2,576,P576,Saito-city<JCC#4508>,点576,宮崎県西都市<JCC#4508>
JA6/MZ-107,31.8512,131.2102,2,563,Aoidake,Miyakonojo-city<JCC#4502>,青井岳,宮崎県都城市<JCC#4502>
JA6/MZ-108,32.7665,131.7116,2,548,Kuroiwayama,Nobeoka-city<JCC#4503>,黒岩山,宮崎県延岡市<JCC#4503>
JA6/MZ-109,32.2058,131.3343,2,540,Furuno,Saito-city<JCC#4508>,古野(三角点),宮崎県西都市<JCC#4508>
JA6/MZ-110,32.7593,131.8299,2,539,P539,Nobeoka-city<JCC#4503>,点539,宮崎県延岡市<JCC#4503>
JA6/MZ-111,31.4437,131.3357,2,534,Takahatayama,Kushima-city<JCC#4507>,高畑山,宮崎県串間市<JCC#4507>
JA6/MZ-112,31.7981,131.3758,2,509,Boroishiyama,Miyazaki-city<JCC#4501>,双石山,宮崎県宮崎市<JCC#4501>
JA6/MZ-113,31.5076,131.2104,2,507,Tatsuguchi,Kushima-city<JCC#4507>,竜口(三角点),宮崎県串間市<JCC#4507>
JA6/MZ-114,32.4441,131.5347,1,490,P490,Higashiusuki-gun<JCG#45005B>Hyuga-city<JCC#4506>,点490(山中峠(三角点)近傍),宮崎県東臼杵郡門川町<JCG#45005B>宮崎県日向市<JCC#4506>
JA6/MZ-115,31.5683,131.2762,1,485,Kakuyama,Nichinan-city<JCC#4504>,鹿久山,宮崎県日南市<JCC#4504>
JA6/MZ-116,32.5972,131.5506,1,470,Kirikoyama,Nobeoka-city<JCC#4503>,霧子山,宮崎県延岡市<JCC#4503>
JA6/MZ-118,32.5149,131.5727,1,463,Shimoniwatani,Higashiusuki-gun<JCG#45005B>,下庭谷(三角点),宮崎県東臼杵郡門川町<JCG#45005B>
JA6/MZ-119,32.4835,131.4871,1,463,Tenguiwa,Higashiusuki-gun<JCG#45005K>,天狗岩(三角点),宮崎県東臼杵郡美郷町<JCG#45005K>
JA6/MZ-120,31.8966,131.2746,1,455,Gomachi,Miyazaki-city<JCC#4501>,五町(三角点),宮崎県宮崎市<JCC#4501>
JA6/MZ-121,32.4908,131.6157,1,428,Karamatsuyama,Higashiusuki-gun<JCG#45005B>,唐松山,宮崎県東臼杵郡門川町<JCG#45005B>
JA6/MZ-122,32.3779,131.5694,1,427,Hinodaira,Hyuga-city<JCC#4506>,日ノ平(三角点),宮崎県日向市<JCC#4506>
JA6/MZ-123,32.3725,131.4758,1,417,Kusumoriduka,Hyuga-city<JCC#4506>,楠森塚,宮崎県日向市<JCC#4506>
JA6/MZ-124,31.9096,131.1151,1,380,Enodaira,Miyakonojo-city<JCC#4502>,江平(三角点),宮崎県都城市<JCC#4502>
JA6/MZ-125,31.916989,131.0589,1,358,Near_Suginomoto,Nishimorokata-gun<JCG#45004A>Miyakonojo-city<JCC#4502>,杉ノ元(三角点近傍),宮崎県西諸県郡高原町<JCG#45004A>宮崎県都城市<JCC#4502>
JA6/MZ-127,31.5257,131.2902,1,367,Taitoriyama,Nichinan-city<JCC#4504>Kushima-city<JCC#4507>,鯛取山,宮崎県日南市<JCC#4504>宮崎県串間市<JCC#4507>
JA6/MZ-128,31.4937,131.3035,1,362,Kameizan,Nichinan-city<JCC#4504>Kushima-city<JCC#4507>,鹿鳴山,宮崎県日南市<JCC#4504>宮崎県串間市<JCC#4507>
JA6/MZ-129,32.4027,131.5263,1,354,Tatiyama,Hyuga-city<JCC#4506>,立山,宮崎県日向市<JCC#4506>
JA6/MZ-130,31.5449,131.3284,1,340,P340,Nichinan-city<JCC#4504>,点340(滝ヶ平山近傍),宮崎県日南市<JCC#4504>
JA6/MZ-131,32.4386,131.459,1,339,Mukuhara,Higashiusuki-gun<JCG#45005K>,椋原(三角点),宮崎県東臼杵郡美郷町<JCG#45005K>
JA6/MZ-132,32.6365,131.7117,1,325,Nagai,Nobeoka-city<JCC#4503>,長井(三角点),宮崎県延岡市<JCC#4503>
JA6/MZ-133,32.4891,131.7069,1,308,Toomiyama,Higashiusuki-gun<JCG#45005B>,遠見山,宮崎県東臼杵郡門川町<JCG#45005B>
JA6/MZ-134,32.4307,131.4383,1,306,Kumanokagura,Higashiusuki-gun<JCG#45005K>,熊の神楽,宮崎県東臼杵郡美郷町<JCG#45005K>
JA6/MZ-135,31.3729,131.3323,1,295,Fudatate,Kushima-city<JCC#4507>,札立(三角点),宮崎県串間市<JCC#4507>
JA6/MZ-136,31.4837,131.3728,1,273,Banya,Kushima-city<JCC#4507>,番屋(三角点),宮崎県串間市<JCC#4507>
JA6/MZ-137,32.6054,131.1207,10,1542,Ogawadake,Nishiusuki-gun<JCG#45003A>Kamimashiki-gun<JCG#43005G>,小川岳,宮崎県西臼杵郡五ヶ瀬町<JCG#45003A>熊本県上益城郡山都町<JCG#43005G>
JA6/MZ-138,32.7588,131.5366,8,1401,Kiyamauchidake,Nobeoka-city<JCC#4503>Saiki-city<JCC#4405>,木山内岳,宮崎県延岡市<JCC#4503>大分県佐伯市<JCC#4405>
JA6/MZ-139,32.3409,131.1901,8,1367,JA6/MZ-139,Higashiusuki-gun<JCG#45005H>Saito-city<JCC#4508>,点1367,宮崎県東臼杵郡椎葉村<JCG#45005H>宮崎県西都市<JCC#4508>
JA6/MZ-140,31.9494,130.9094,8,1344,Hinamoridake,Kobayashi-city<JCC#4505>,夷守岳,宮崎県小林市<JCC#4505>
JA6/MZ-141,32.6425,131.1158,8,1283,Kuromine,Nishiusuki-gun<JCG#45003A>Kamimashiki-gun<JCG#43005G>,黒峰,宮崎県西臼杵郡五ヶ瀬町<JCG#45003A>熊本県上益城郡山都町<JCG#43005G>
JA6/MZ-142,32.2808,131.0701,8,1106,Kuronita,Koyu-gun<JCG#45002F>Kuma-gun<JCG#43008H>,黒仁田(三角点),宮崎県児湯郡西米良村<JCG#45002F>熊本県球磨郡水上村<JCG#43008H>
JA6/MZ-143,32.3277,131.216,6,1090,P1090,Higashiusuki-gun<JCG#45005K>Saito-city<JCC#4508>,点1090,宮崎県東臼杵郡美郷町<JCG#45005K>宮崎県西都市<JCC#4508>
JA6/MZ-144,32.1146,131.1602,6,1044,Nakasu,Kobayashi-city<JCC#4505>,中巣(三角点),宮崎県小林市<JCC#4505>
JA6/MZ-145,32.2911,131.252,6,990,Yukifuriyama,Saito-city<JCC#4508>,雪降山,宮崎県西都市<JCC#4508>
JA6/MZ-146,31.6852,131.2761,6,990,Komatsuyama,Nichinan-city<JCC#4504>,小松山（近傍）,宮崎県日南市<JCC#4504>
JA6/MZ-147,32.6962,131.3879,6,954,Togawadake,Nishiusuki-gun<JCG#45003C>,戸川岳,宮崎県西臼杵郡日之影町<JCG#45003C>
JA6/MZ-148,32.6518,131.4743,6,951,P951,Nobeoka-city<JCC#4503>,点951,宮崎県延岡市<JCC#4503>
JA6/MZ-149,32.3097,131.4839,6,931,Kamisakaseyama,Hyuga-city<JCC#4506>Koyu-gun<JCG#45002C>,上逆瀬山,宮崎県日向市<JCC#4506>宮崎県児湯郡都農町<JCG#45002C>
JA6/MZ-151,32.2362,131.3754,4,822,P822,Koyu-gun<JCG#45002D>,点822,宮崎県児湯郡木城町<JCG#45002D>
JA6/MZ-152,32.6295,131.588,4,809,P809,Nobeoka-city<JCC#4503>,点809,宮崎県延岡市<JCC#4503>
JA6/MZ-153,31.6259,131.2162,4,746,P746,Nichinan-city<JCC#4504>Kushima-city<JCC#4507>,点746,宮崎県日南市<JCC#4504>宮崎県串間市<JCC#4507>
JA6/MZ-154,31.6206,131.2083,4,741,P741,Kushima-city<JCC#4507>,点741,宮崎県串間市<JCC#4507>
JA6/MZ-155,32.3679,131.3337,2,591,Kuitani,Higashiusuki-gun<JCG#45005K>,杭谷(三角点),宮崎県東臼杵郡美郷町<JCG#45005K>
JA6/MZ-156,32.5332,131.4449,2,540,Koyae,Higashiusuki-gun<JCG#45005K>,小八重(三角点),宮崎県東臼杵郡美郷町<JCG#45005K>
JA6/MZ-157,32.1998,131.4243,1,470,Shirokiyaefarm,Koyu-gun<JCG#45002D>,白木八重牧場,宮崎県児湯郡木城町<JCG#45002D>
JA6/MZ-158,32.6015,131.6264,1,406,Takahirayama,Nobeoka-city<JCC#4503>,高平山,宮崎県延岡市<JCC#4503>
JA6/MZ-159,32.5031,131.6151,1,398,Futagoyama,Higashiusuki-gun<JCG#45005B>,二子山,宮崎県東臼杵郡門川町<JCG#45005B>
JA6/MZ-160,32.5298,131.5658,1,381,Kaminiwaya,Higashiusuki-gun<JCG#45005B>,上庭谷(三角点),宮崎県東臼杵郡門川町<JCG#45005B>
JA6/MZ-161,32.1837,131.438,1,376,Tengudake,Koyu-gun<JCG#45002D>,天狗岳,宮崎県児湯郡木城町<JCG#45002D>
JA6/MZ-162,31.8924,131.1745,1,372,Iwahoneyama,Miyakonojo-city<JCC#4502>,岩骨山,宮崎県都城市<JCC#4502>
JA6/MZ-163,31.4902,131.3437,1,370,Sanbonmatsu,Kushima-city<JCC#4507>,三本松（三角点近傍）,宮崎県串間市<JCC#4507>
JA6/MZ-164,31.8321,131.1481,1,370,P370,Miyakonojo-city<JCC#4502>,点370,宮崎県都城市<JCC#4502>
JA6/MZ-165,31.9069,131.1502,1,366,Takaoyama,Miyakonojo-city<JCC#4502>,高尾山,宮崎県都城市<JCC#4502>
JA6/MZ-166,32.356,131.5419,1,365,P365,Hyuga-city<JCC#4506>,点365,宮崎県日向市<JCC#4506>
JA6/MZ-167,32.469,131.5465,1,351,Goroyama,Higashiusuki-gun<JCG#45005B>,ごろ山,宮崎県東臼杵郡門川町<JCG#45005B>
JA6/MZ-168,32.539,131.6219,1,350,Ootani,Nobeoka-city<JCC#4503>,大谷(三角点),宮崎県延岡市<JCC#4503>
JA6/MZ-169,31.4866,131.183,1,337,Takegonngen,Kushima-city<JCC#4507>,岳権現(三角点),宮崎県串間市<JCC#4507>
JA6/MZ-170,31.6028,131.2978,1,315,Toyano,Nichinan-city<JCC#4504>,登屋野(三角点),宮崎県日南市<JCC#4504>
JA6/MZ-171,31.472,131.1781,1,289,Ishihara,Kushima-city<JCC#4507>,石原(三角点),宮崎県串間市<JCC#4507>
JA6/MZ-172,31.6079,131.3601,1,275,Tsuzumidake,Nichinan-city<JCC#4504>,鼓岳,宮崎県日南市<JCC#4504>
JA6/MZ-173,32.4953,131.7172,1,260,Taninoyama,Higashiusuki-gun<JCG#45005B>Nobeoka-city<JCC#4503>,谷ノ山(三角点),宮崎県東臼杵郡門川町<JCG#45005B>宮崎県延岡市<JCC#4503>
JA6/MZ-174,32.5585,131.6644,1,251,Atagoyama,Nobeoka-city<JCC#4503>,愛宕山,宮崎県延岡市<JCC#4503>
JA6/MZ-175,31.5698,131.3931,1,228,Banya,Nichinan-city<JCC#4504>,伴屋(三角点),宮崎県日南市<JCC#4504>
JA6/MZ-176,32.5091,131.7056,1,223,Akamizu,Nobeoka-city<JCC#4503>,赤水(三角点),宮崎県延岡市<JCC#4503>
JA6/MZ-177,31.5839,131.3618,1,221,Benbun,Nichinan-city<JCC#4504>,弁分(三角点),宮崎県日南市<JCC#4504>
